Year,Name,Position,Age,Club Name,League Name,Matches Played,Goals,Assists,Points
1997,Ronaldo,Centre-Forward,20,Inter,Serie A,32,25,3,28
1997,Dion Dublin,Centre-Forward,28,Coventry,Championship,36,18,10,28
1997,Gabriel Batistuta,Centre-Forward,28,Fiorentina,Serie A,31,21,6,27
1997,Dennis Bergkamp,Second Striker,28,Arsenal,Premier League,28,16,11,27
1997,Ulf Kirsten,Centre-Forward,31,B. Leverkusen,Bundesliga,27,22,4,26
1997,Christian Vieri,Centre-Forward,23,Atlético Madrid,LaLiga,24,24,1,25
1997,Krasimir Balakov,Attacking Midfield,31,VfB Stuttgart,Bundesliga,31,11,14,25
1997,Olaf Marschall,Centre-Forward,31,1.FC K'lautern,2. Bundesliga,24,21,3,24
1997,John Hartson,Centre-Forward,22,West Ham,Premier League,32,15,9,24
1997,Thomas Häßler,Attacking Midfield,31,Karlsruher SC,2. Bundesliga,34,12,12,24
1997,Vincenzo Montella,Centre-Forward,23,Sampdoria,Serie B,33,20,3,23
1997,David Beckham,Right Midfield,22,Man Utd,Premier League,37,9,14,23
1997,Stéphane Guivarc'h,Centre-Forward,26,AJ Auxerre,Ligue 2,32,21,1,22
1997,Filippo Inzaghi,Centre-Forward,23,Juventus,Serie A,31,18,4,22
1997,Andy Cole,Centre-Forward,25,Man Utd,Premier League,33,15,7,22
1997,Stéphane Chapuisat,Centre-Forward,28,Bor. Dortmund,Bundesliga,27,14,8,22
1997,Rivaldo,Second Striker,25,Barcelona,LaLiga,34,19,2,21
1997,Chris Sutton,Centre-Forward,24,Blackburn,Championship,35,18,3,21
1997,Luis Enrique,Right Midfield,27,Barcelona,LaLiga,34,18,2,20
1997,Luis Oliveira,Centre-Forward,28,Fiorentina,Serie A,33,15,5,20
1997,Francesco Totti,Second Striker,20,AS Roma,Serie A,30,13,7,20
1997,Steve McManaman,Right Midfield,25,Liverpool,Premier League,36,11,9,20
1997,Giovane Élber,Centre-Forward,24,Bayern Munich,Bundesliga,28,11,9,20
1997,Eyal Berkovic,Attacking Midfield,25,West Ham,Premier League,35,7,13,20
1997,Kennet Andersson,Centre-Forward,29,Bologna,Serie A,32,12,7,19
1997,Teddy Sheringham,Centre-Forward,31,Man Utd,Premier League,31,9,10,19
1997,David Trézéguet,Centre-Forward,19,Monaco,Ligue 1,27,18,0,18
1997,Dario Hübner,Centre-Forward,30,Brescia,Serie B,30,16,2,18
1997,Kevin Gallacher,Right Winger,30,Blackburn,Championship,33,16,2,18
1997,Toni Polster,Centre-Forward,33,1.FC Köln,Bundesliga,33,13,5,18
1997,Darko Kovacevic,Centre-Forward,23,Real Sociedad,LaLiga,33,17,0,17
1997,Jimmy Floyd Hasselbaink,Centre-Forward,25,Leeds,Championship,33,16,1,17
1997,Carmine Esposito,Centre-Forward,26,Empoli,Serie A,32,14,3,17
1997,Michael Preetz,Centre-Forward,29,Hertha BSC,2. Bundesliga,32,14,3,17
1997,Jörgen Pettersson,Left Winger,21,Bor. M'gladbach,Bundesliga,33,13,4,17
1997,Carsten Jancker,Centre-Forward,22,Bayern Munich,Bundesliga,29,13,4,17
1997,Marc Overmars,Left Winger,24,Arsenal,Premier League,32,12,5,17
1997,Francesco Baiano,Second Striker,29,Derby,League One,33,12,5,17
1997,Ryan Giggs,Left Midfield,23,Man Utd,Premier League,29,8,9,17
1997,Victor Ikpeba,Centre-Forward,24,Monaco,Ligue 1,30,16,0,16
1997,Lyuboslav Penev,Centre-Forward,30,SD Compostela,Segunda Federación - Gr. I,34,16,0,16
1997,Darren Huckerby,Right Winger,21,Coventry,Championship,34,14,2,16
1997,Fredi Bobic,Centre-Forward,25,VfB Stuttgart,Bundesliga,29,13,3,16
1997,Paolo Di Canio,Centre-Forward,28,Sheff Wed,Championship,35,12,4,16
1997,Dwight Yorke,Centre-Forward,25,Aston Villa,Premier League,30,12,4,16
1997,Enrico Chiesa,Centre-Forward,26,AC Parma,Serie B,33,10,6,16
1998,Rivaldo,Second Striker,26,Barcelona,LaLiga,37,24,16,40
1998,Oliver Bierhoff,Centre-Forward,30,Milan,Serie A,34,19,11,30
1998,Márcio Amoroso,Centre-Forward,23,Udinese,Serie A,33,22,7,29
1998,Dwight Yorke,Centre-Forward,26,Man Utd,Premier League,33,18,11,29
1998,Jimmy Floyd Hasselbaink,Centre-Forward,26,Leeds,Championship,36,18,11,29
1998,Patrick Kluivert,Centre-Forward,22,Barcelona,LaLiga,35,15,14,29
1998,Claudio López,Centre-Forward,23,Valencia,LaLiga,32,21,7,28
1998,Michael Preetz,Centre-Forward,30,Hertha BSC,2. Bundesliga,34,23,4,27
1998,Sylvain Wiltord,Second Striker,24,G. Bordeaux,Ligue 2,33,22,4,26
1998,Raúl,Second Striker,21,Real Madrid,LaLiga,37,25,0,25
1998,Dennis Bergkamp,Second Striker,29,Arsenal,Premier League,29,12,13,25
1998,Gabriel Batistuta,Centre-Forward,29,Fiorentina,Serie A,28,21,3,24
1998,Luís Figo,Right Winger,25,Barcelona,LaLiga,34,7,17,24
1998,Fernando Morientes,Centre-Forward,22,Real Madrid,LaLiga,33,19,3,22
1998,Michael Owen,Centre-Forward,18,Liverpool,Premier League,30,18,4,22
1998,Nicolas Anelka,Centre-Forward,19,Arsenal,Premier League,35,17,5,22
1998,Carsten Jancker,Centre-Forward,23,Bayern Munich,Bundesliga,26,13,9,22
1998,Francesco Totti,Second Striker,21,AS Roma,Serie A,31,12,10,22
1998,Ulf Kirsten,Centre-Forward,32,B. Leverkusen,Bundesliga,31,19,2,21
1998,Marco Delvecchio,Centre-Forward,25,AS Roma,Serie A,31,18,3,21
1998,Oliver Neuville,Centre-Forward,25,Hansa Rostock,2. Bundesliga,33,14,7,21
1998,Roberto Muzzi,Centre-Forward,26,Cagliari Calcio,Serie A,32,16,4,20
1998,Lilian Laslandes,Centre-Forward,26,G. Bordeaux,Ligue 2,33,15,5,20
1998,Giovane Élber,Centre-Forward,25,Bayern Munich,Bundesliga,21,13,7,20
1998,Andrzej Juskowiak,Centre-Forward,27,VfL Wolfsburg,Bundesliga,31,13,7,20
1998,Phillip Cocu,Defensive Midfield,27,Barcelona,LaLiga,36,12,8,20
1998,Álvaro Recoba,Second Striker,22,Inter,Serie A,20,10,10,20
1998,Enrico Chiesa,Centre-Forward,27,AC Parma,Serie B,30,9,11,20
1998,Julio Dely Valdés,Centre-Forward,31,Real Oviedo,LaLiga2,37,19,0,19
1998,Andy Cole,Centre-Forward,26,Man Utd,Premier League,32,17,2,19
1998,Savo Milosevic,Centre-Forward,24,Real Zaragoza,LaLiga2,35,17,2,19
1998,Hernán Crespo,Centre-Forward,22,AC Parma,Serie B,30,16,3,19
1998,Simone Inzaghi,Centre-Forward,22,Piacenza,Serie D - B,30,15,4,19
1998,Marcelo Salas,Centre-Forward,23,Lazio,Serie A,30,15,4,19
1998,Alan Shearer,Centre-Forward,27,Newcastle,Premier League,30,14,5,19
1998,Siniša Mihajlović,Centre-Back,29,Lazio,Serie A,30,8,11,19
1998,Marco Bode,Left Winger,28,Werder Bremen,Bundesliga,29,8,11,19
1998,Marc Overmars,Left Winger,25,Arsenal,Premier League,37,6,13,19
1998,Ismael Urzaiz,Centre-Forward,26,Athletic,LaLiga,36,16,2,18
1998,Fabrizio Ravanelli,Centre-Forward,29,Marseille,Ligue 1,29,13,5,18
1998,Rui Costa,Attacking Midfield,26,Fiorentina,Serie A,31,10,8,18
1998,David Beckham,Right Midfield,23,Man Utd,Premier League,34,6,12,18
1998,Alain Caveglia,Second Striker,30,Olympique Lyon,Ligue 1,29,17,0,17
1998,Giuseppe Signori,Centre-Forward,30,Bologna,Serie A,28,15,2,17
1998,Turu Flores,Centre-Forward,27,Dep. La Coruña,Primera Federación - Gr. I,36,14,3,17
1998,Anthony Yeboah,Centre-Forward,32,Hamburger SV,2. Bundesliga,34,14,3,17
1998,Markus Beierle,Centre-Forward,26,MSV Duisburg,3. Liga,28,13,4,17
1998,Paulo Sérgio,Right Winger,29,AS Roma,Serie A,30,12,5,17
1998,Toni Polster,Centre-Forward,34,Bor. M'gladbach,Bundesliga,31,11,6,17
1998,Edmundo,Second Striker,27,Fiorentina,Serie A,28,8,9,17
1999,Kevin Phillips,Centre-Forward,25,Sunderland,Championship,36,30,0,30
1999,Alan Shearer,Centre-Forward,28,Newcastle,Premier League,37,23,7,30
1999,Salva Ballesta,Centre-Forward,24,Racing,LaLiga2,36,27,2,29
1999,Hernán Crespo,Centre-Forward,23,AC Parma,Serie B,34,22,7,29
1999,Andriy Shevchenko,Centre-Forward,22,Milan,Serie A,32,24,4,28
1999,Jardel,Centre-Forward,25,FC Porto,Liga Portugal,19,25,1,26
1999,Jimmy Floyd Hasselbaink,Centre-Forward,27,Atlético Madrid,LaLiga,34,24,1,25
1999,Gabriel Batistuta,Centre-Forward,30,Fiorentina,Serie A,30,23,2,25
1999,Thierry Henry,Centre-Forward,21,Arsenal,Premier League,31,17,8,25
1999,Raúl,Second Striker,22,Real Madrid,LaLiga,34,17,8,25
1999,Catanha,Centre-Forward,27,Málaga CF,Primera Federación - Gr. II,33,24,0,24
1999,Marco Simone,Second Striker,30,Monaco,Ligue 1,34,21,3,24
1999,Dwight Yorke,Centre-Forward,27,Man Utd,Premier League,32,20,4,24
1999,Paolo Di Canio,Centre-Forward,30,West Ham,Premier League,30,16,8,24
1999,Sonny Anderson,Centre-Forward,28,Olympique Lyon,Ligue 1,32,23,0,23
1999,Roy Makaay,Centre-Forward,24,Dep. La Coruña,Primera Federación - Gr. I,36,22,1,23
1999,Andy Cole,Centre-Forward,27,Man Utd,Premier League,28,19,4,23
1999,Alessandro Del Piero,Second Striker,24,Juventus,Serie A,34,9,14,23
1999,David Trézéguet,Centre-Forward,21,Monaco,Ligue 1,30,22,0,22
1999,Michael Bridges,Centre-Forward,20,Leeds,Championship,34,19,3,22
1999,Vincenzo Montella,Centre-Forward,25,AS Roma,Serie A,31,18,4,22
1999,Aílton,Centre-Forward,25,Werder Bremen,Bundesliga,29,12,10,22
1999,Savo Milosevic,Centre-Forward,25,Real Zaragoza,LaLiga2,37,21,0,21
1999,Martin Max,Centre-Forward,30,1860 Munich,3. Liga,32,19,2,21
1999,Marco Ferrante,Centre-Forward,28,Torino,Serie A,30,18,3,21
1999,Giuseppe Signori,Centre-Forward,31,Bologna,Serie A,31,15,6,21
1999,David Beckham,Right Midfield,24,Man Utd,Premier League,31,6,15,21
1999,Ulf Kirsten,Centre-Forward,33,B. Leverkusen,Bundesliga,27,17,3,20
1999,Patrick Kluivert,Centre-Forward,23,Barcelona,LaLiga,26,15,5,20
1999,Gaizka Mendieta,Right Midfield,25,Valencia,LaLiga,33,13,7,20
1999,Paulo Sérgio,Right Winger,30,Bayern Munich,Bundesliga,28,13,7,20
1999,Claudio López,Centre-Forward,24,Valencia,LaLiga,34,11,9,20
1999,Markus Weissenberger,Attacking Midfield,24,Arm. Bielefeld,3. Liga,33,9,11,20
1999,Ebbe Sand,Centre-Forward,26,FC Schalke 04,2. Bundesliga,32,14,5,19
1999,Sylvain Wiltord,Second Striker,25,G. Bordeaux,Ligue 2,32,13,6,19
1999,Ole Gunnar Solskjaer,Centre-Forward,26,Man Utd,Premier League,28,12,7,19
1999,Stefan Beinlich,Attacking Midfield,27,B. Leverkusen,Bundesliga,29,11,8,19
1999,Juan Sebastián Verón,Central Midfield,24,Lazio,Serie A,31,8,11,19
1999,Francesco Totti,Second Striker,22,AS Roma,Serie A,27,7,12,19
1999,Diego Tristán,Centre-Forward,23,RCD Mallorca,LaLiga,35,18,0,18
1999,Filippo Inzaghi,Centre-Forward,25,Juventus,Serie A,33,15,3,18
1999,Álvaro Recoba,Second Striker,23,Inter,Serie A,27,10,8,18
1999,Stefano Fiore,Attacking Midfield,24,Udinese,Serie A,33,9,9,18
1999,Thomas Häßler,Attacking Midfield,33,1860 Munich,3. Liga,33,8,10,18
1999,Ryan Giggs,Left Midfield,25,Man Utd,Premier League,30,6,12,18
1999,Christian,Centre-Forward,24,Paris SG,Ligue 1,29,16,1,17
1999,Alex Dias,Centre-Forward,27,Saint-Étienne,Ligue 2,29,15,2,17
1999,Lilian Laslandes,Centre-Forward,27,G. Bordeaux,Ligue 2,31,14,3,17
1999,Christian Vieri,Centre-Forward,25,Inter,Serie A,19,13,4,17
1999,Roberto Muzzi,Centre-Forward,27,Udinese,Serie A,29,12,5,17
2000,Rivaldo,Second Striker,28,Barcelona,LaLiga,35,23,10,33
2000,Ebbe Sand,Centre-Forward,27,FC Schalke 04,2. Bundesliga,33,22,10,32
2000,Hernán Crespo,Centre-Forward,24,Lazio,Serie A,32,26,3,29
2000,Andriy Shevchenko,Centre-Forward,23,Milan,Serie A,34,24,4,28
2000,Raúl,Second Striker,23,Real Madrid,LaLiga,36,24,3,27
2000,Sergej Barbarez,Second Striker,28,Hamburger SV,2. Bundesliga,31,22,5,27
2000,Javi Moreno,Centre-Forward,25,Alavés,LaLiga,34,22,5,27
2000,Luís Figo,Right Winger,27,Real Madrid,LaLiga,34,9,18,27
2000,Claudio Pizarro,Centre-Forward,21,Werder Bremen,Bundesliga,31,19,7,26
2000,Thierry Henry,Centre-Forward,22,Arsenal,Premier League,35,17,9,26
2000,Jimmy Floyd Hasselbaink,Centre-Forward,28,Chelsea,Premier League,35,23,1,24
2000,Patrick Kluivert,Centre-Forward,24,Barcelona,LaLiga,31,18,6,24
2000,Emile Mpenza,Centre-Forward,21,FC Schalke 04,2. Bundesliga,27,13,11,24
2000,Sonny Anderson,Centre-Forward,29,Olympique Lyon,Ligue 1,29,22,1,23
2000,Enrico Chiesa,Centre-Forward,29,Fiorentina,Serie A,30,22,1,23
2000,Pena,Centre-Forward,26,FC Porto,Liga Portugal,29,22,0,22
2000,Giuseppe Signori,Centre-Forward,32,Bologna,Serie A,23,16,6,22
2000,Vasile Miriuta,Attacking Midfield,31,Energie Cottbus,Regionalliga Nordost,29,11,11,22
2000,Gabriel Batistuta,Centre-Forward,31,AS Roma,Serie A,28,20,1,21
2000,Christian Vieri,Centre-Forward,26,Inter,Serie A,27,18,3,21
2000,Giovane Élber,Centre-Forward,27,Bayern Munich,Bundesliga,27,15,6,21
2000,David Beckham,Right Midfield,25,Man Utd,Premier League,31,9,12,21
2000,Pierre van Hooijdonk,Centre-Forward,30,Benfica,Liga Portugal,30,20,0,20
2000,Pauleta,Centre-Forward,27,G. Bordeaux,Ligue 2,28,20,0,20
2000,Diego Tristán,Centre-Forward,24,Dep. La Coruña,Primera Federación - Gr. I,29,19,1,20
2001,Jardel,Centre-Forward,27,Sporting CP,Liga Portugal,30,42,5,47
2001,Dario Hübner,Centre-Forward,34,Piacenza,Serie D - B,33,24,6,30
2001,Thierry Henry,Centre-Forward,23,Arsenal,Premier League,33,24,6,30
2001,David Trézéguet,Centre-Forward,23,Juventus,Serie A,34,24,5,29
2001,Jimmy Floyd Hasselbaink,Centre-Forward,29,Chelsea,Premier League,35,23,6,29
2001,Patrick Kluivert,Centre-Forward,25,Barcelona,LaLiga,33,18,11,29
2001,João Pinto,Second Striker,29,Sporting CP,Liga Portugal,33,9,20,29
2001,Ruud van Nistelrooy,Centre-Forward,25,Man Utd,Premier League,32,23,5,28
2001,Alan Shearer,Centre-Forward,30,Newcastle,Premier League,37,23,4,27
2001,Christian Vieri,Centre-Forward,27,Inter,Serie A,25,22,5,27
2001,Marco Di Vaio,Centre-Forward,24,AC Parma,Serie B,33,20,6,26
2001,Javier Saviola,Second Striker,19,Barcelona,LaLiga,36,17,9,26
2001,Deco,Attacking Midfield,23,FC Porto,Liga Portugal,30,13,13,26
2001,Michael Ballack,Central Midfield,24,B. Leverkusen,Bundesliga,29,17,8,25
2001,Alessandro Del Piero,Second Striker,26,Juventus,Serie A,32,16,9,25
2001,Pauleta,Centre-Forward,28,G. Bordeaux,Ligue 2,33,22,2,24
2001,Márcio Amoroso,Centre-Forward,26,Bor. Dortmund,Bundesliga,31,18,6,24
2001,Ole Gunnar Solskjaer,Centre-Forward,28,Man Utd,Premier League,30,17,7,24
2001,Raúl,Second Striker,24,Real Madrid,LaLiga,35,14,10,24
2001,Simão,Left Winger,21,Benfica,Liga Portugal,26,11,13,24
2001,Robert Pirès,Left Midfield,27,Arsenal,Premier League,28,9,15,24
2001,Derlei,Centre-Forward,25,Leiria,Liga Sabseg,33,22,1,23
2001,Michael Owen,Centre-Forward,21,Liverpool,Premier League,29,19,4,23
2001,Miroslav Klose,Centre-Forward,23,1.FC K'lautern,2. Bundesliga,31,16,7,23
2001,Djibril Cissé,Centre-Forward,19,AJ Auxerre,Ligue 2,29,22,0,22
2001,Fernando Morientes,Centre-Forward,25,Real Madrid,LaLiga,33,18,4,22
2001,Martin Max,Centre-Forward,32,1860 Munich,3. Liga,28,18,4,22
2001,Aílton,Centre-Forward,27,Werder Bremen,Bundesliga,33,16,6,22
2001,Pierre-Alain Frau,Centre-Forward,21,FC Sochaux,Championnat National,29,14,8,22
2001,Eugenio Corini,Defensive Midfield,30,Chievo Verona,Italy,30,9,13,22
2001,Laurent Robert,Left Winger,26,Newcastle,Premier League,37,8,14,22
2001,Diego Tristán,Centre-Forward,25,Dep. La Coruña,Primera Federación - Gr. I,34,21,0,21
2001,Filippo Maniero,Centre-Forward,28,AC Venezia 1907,Serie B,31,18,3,21
2001,Giovane Élber,Centre-Forward,28,Bayern Munich,Bundesliga,30,17,4,21
2001,Cristiano Doni,Attacking Midfield,28,Atalanta BC,Serie A,30,16,5,21
2001,Eidur Gudjohnsen,Centre-Forward,22,Chelsea,Premier League,32,14,7,21
2001,Oliver Neuville,Centre-Forward,28,B. Leverkusen,Bundesliga,33,13,8,21
2001,Dennis Bergkamp,Second Striker,32,Arsenal,Premier League,33,9,12,21
2001,Zé Roberto,Left Midfield,26,B. Leverkusen,Bundesliga,30,4,17,21
2001,Thomas Häßler,Attacking Midfield,35,1860 Munich,3. Liga,29,6,14,20
2001,Jean-Claude Darcheville,Centre-Forward,25,FC Lorient,Ligue 1,32,19,0,19
2001,Jan Koller,Centre-Forward,28,Bor. Dortmund,Bundesliga,33,11,8,19
2001,David Beckham,Right Midfield,26,Man Utd,Premier League,28,11,8,19
2001,Fary Faye,Centre-Forward,26,Beira-Mar,Portugal,31,18,0,18
2001,Robbie Fowler,Centre-Forward,26,Leeds,Championship,32,15,3,18
2001,Vincenzo Montella,Centre-Forward,27,AS Roma,Serie A,19,13,5,18
2001,Andy Cole,Centre-Forward,29,Blackburn,Championship,26,13,5,18
2001,Marcelinho Paraíba,Attacking Midfield,26,Hertha BSC,2. Bundesliga,33,13,5,18
2001,Arie van Lent,Centre-Forward,30,Bor. M'gladbach,Bundesliga,30,12,6,18
2001,Michael Preetz,Centre-Forward,33,Hertha BSC,2. Bundesliga,34,12,6,18
2002,Thierry Henry,Centre-Forward,24,Arsenal,Premier League,37,24,25,49
2002,Simão,Left Winger,22,Benfica,Liga Portugal,33,18,13,31
2002,Adrian Mutu,Centre-Forward,23,AC Parma,Serie B,31,18,12,30
2002,Roy Makaay,Centre-Forward,27,Dep. La Coruña,Primera Federación - Gr. I,38,29,0,29
2002,Claudio López,Centre-Forward,27,Lazio,Serie A,34,15,14,29
2002,Deco,Attacking Midfield,24,FC Porto,Liga Portugal,30,10,19,29
2002,Ruud van Nistelrooy,Centre-Forward,26,Man Utd,Premier League,34,25,3,28
2002,Ronaldo,Centre-Forward,25,Real Madrid,LaLiga,31,23,5,28
2002,Raúl,Second Striker,25,Real Madrid,LaLiga,31,16,12,28
2002,Giovane Élber,Centre-Forward,29,Bayern Munich,Bundesliga,33,21,6,27
2002,Shabani Nonda,Centre-Forward,25,Monaco,Ligue 1,35,26,0,26
2002,Pauleta,Centre-Forward,29,G. Bordeaux,Ligue 2,37,23,3,26
2002,Alessandro Del Piero,Second Striker,27,Juventus,Serie A,24,16,10,26
2002,Nihat Kahveci,Centre-Forward,22,Real Sociedad,LaLiga,35,23,2,25
2002,Thomas Christiansen,Centre-Forward,29,VfL Bochum,Bundesliga,34,21,4,25
2002,Patrick Kluivert,Centre-Forward,26,Barcelona,LaLiga,36,16,9,25
2002,Marcelinho Paraíba,Attacking Midfield,27,Hertha BSC,2. Bundesliga,33,14,11,25
2002,Christian Vieri,Centre-Forward,28,Inter,Serie A,23,24,0,24
2002,James Beattie,Centre-Forward,24,Southampton,Championship,38,23,1,24
2002,Darko Kovacevic,Centre-Forward,28,Real Sociedad,LaLiga,36,20,4,24
2002,Michael Owen,Centre-Forward,22,Liverpool,Premier League,35,19,5,24
2002,Javi Guerrero,Centre-Forward,25,Racing,LaLiga2,35,15,9,24
2002,Kevin Kuranyi,Centre-Forward,20,VfB Stuttgart,Bundesliga,32,15,9,24
2002,Luís Figo,Right Winger,29,Real Madrid,LaLiga,33,10,14,24
2002,Aílton,Centre-Forward,28,Werder Bremen,Bundesliga,31,16,7,23
2002,Mark Viduka,Centre-Forward,26,Leeds,Championship,33,20,2,22
2002,Fary Faye,Centre-Forward,27,Beira-Mar,Portugal,31,18,3,21
2002,Alan Shearer,Centre-Forward,31,Newcastle,Premier League,35,17,4,21
2002,Filippo Inzaghi,Centre-Forward,28,Milan,Serie A,30,17,4,21
2002,Gianfranco Zola,Second Striker,35,Chelsea,Premier League,38,14,7,21
2002,Zinédine Zidane,Attacking Midfield,30,Real Madrid,LaLiga,33,9,12,21
2002,Didier Drogba,Centre-Forward,24,Guingamp,Ligue 2,34,17,3,20
2002,Claudio Pizarro,Centre-Forward,23,Bayern Munich,Bundesliga,31,15,5,20
2002,Javier Saviola,Second Striker,20,Barcelona,LaLiga,36,13,7,20
2002,Benjamin Lauth,Centre-Forward,20,1860 Munich,3. Liga,32,13,7,20
2002,Roberto Baggio,Second Striker,35,Brescia,Serie B,32,12,8,20
2002,Robert Pirès,Left Midfield,28,Arsenal,Premier League,26,15,4,19
2002,Markus Schroth,Centre-Forward,27,1860 Munich,3. Liga,32,14,5,19
2002,Hélder Postiga,Centre-Forward,19,FC Porto,Liga Portugal,31,13,6,19
2002,Jimmy Floyd Hasselbaink,Centre-Forward,30,Chelsea,Premier League,36,11,8,19
2002,Pavel Nedved,Left Midfield,29,Juventus,Serie A,29,9,10,19
2002,Álvaro Recoba,Second Striker,26,Inter,Serie A,27,9,10,19
2002,Ole Gunnar Solskjaer,Centre-Forward,29,Man Utd,Premier League,37,9,10,19
2002,Adriano,Centre-Forward,20,AC Parma,Serie B,28,15,3,18
2002,Harry Kewell,Left Winger,23,Leeds,Championship,31,14,4,18
2002,Francesco Totti,Second Striker,25,AS Roma,Serie A,24,14,4,18
2002,Paul Scholes,Central Midfield,27,Man Utd,Premier League,33,14,4,18
2002,Tomislav Maric,Centre-Forward,29,VfL Wolfsburg,Bundesliga,27,12,6,18
2002,Dário,Centre-Forward,25,Coimbra,Liga 3,30,11,7,18
2002,Paul Freier,Right Midfield,22,VfL Bochum,Bundesliga,32,7,11,18
2003,Thierry Henry,Centre-Forward,25,Arsenal,Premier League,37,30,6,36
2003,Aílton,Centre-Forward,29,Werder Bremen,Bundesliga,33,28,8,36
2003,Ronaldo,Centre-Forward,26,Real Madrid,LaLiga,32,24,9,33
2003,Djibril Cissé,Centre-Forward,21,AJ Auxerre,Ligue 2,38,26,2,28
2003,Andriy Shevchenko,Centre-Forward,26,AC Milan,Serie A,32,24,3,27
2003,Roy Makaay,Centre-Forward,28,Bayern Munich,Bundesliga,32,23,4,27
2003,Martin Max,Centre-Forward,34,Hansa Rostock,2. Bundesliga,33,20,7,27
2003,França,Centre-Forward,27,B. Leverkusen,Bundesliga,33,14,13,27
2003,Alberto Gilardino,Centre-Forward,20,AC Parma,Serie B,34,23,3,26
2003,Alan Shearer,Centre-Forward,32,Newcastle,Premier League,37,22,4,26
2003,Louis Saha,Centre-Forward,24,Man Utd,Premier League,32,20,6,26
2003,Francesco Totti,Second Striker,26,AS Roma,Serie A,31,20,6,26
2003,Didier Drogba,Centre-Forward,25,Marseille,Ligue 1,35,19,7,26
2003,Pierre-Alain Frau,Centre-Forward,23,FC Sochaux,Championnat National,36,17,8,25
2003,Dimitar Berbatov,Centre-Forward,22,B. Leverkusen,Bundesliga,33,16,9,25
2003,Javier Chevantón,Centre-Forward,22,Lecce,Serie A,31,19,5,24
2003,Ivan Klasnic,Centre-Forward,23,Werder Bremen,Bundesliga,29,13,11,24
2003,Mista,Centre-Forward,24,Valencia,LaLiga,33,19,4,23
2003,Antonio Cassano,Second Striker,20,AS Roma,Serie A,33,14,9,23
2003,Robert Pirès,Left Midfield,29,Arsenal,Premier League,36,14,9,23
2003,Ruud van Nistelrooy,Centre-Forward,27,Man Utd,Premier League,32,20,2,22
2003,Derlei,Centre-Forward,27,FC Porto,Liga Portugal,18,13,9,22
2003,Roberto Baggio,Second Striker,36,Brescia,Serie B,26,12,10,22
2003,Benni McCarthy,Centre-Forward,25,FC Porto,Liga Portugal,29,20,1,21
2003,Adriano,Centre-Forward,21,Inter,Serie A,25,17,4,21
2003,Vahid Hashemian,Centre-Forward,26,VfL Bochum,Bundesliga,32,16,5,21
2003,Ewerthon,Centre-Forward,22,Bor. Dortmund,Bundesliga,31,16,5,21
2003,Jan Koller,Centre-Forward,30,Bor. Dortmund,Bundesliga,32,16,5,21
2003,David Trézéguet,Centre-Forward,25,Juventus,Serie A,25,16,5,21
2003,Ronaldinho,Left Winger,23,Barcelona,LaLiga,32,15,6,21
2003,Alex Frei,Centre-Forward,23,Stade Rennais,Ligue 1,28,20,0,20
2003,Júlio Baptista,Attacking Midfield,21,Sevilla FC,LaLiga,30,20,0,20
2003,Fernando Torres,Centre-Forward,19,Atlético Madrid,LaLiga,35,20,0,20
2003,Adriano,Centre-Forward,24,Nacional,Liga Sabseg,29,18,2,20
2003,Pauleta,Centre-Forward,30,Paris SG,Ligue 1,37,18,2,20
2003,Nicolas Anelka,Centre-Forward,24,Man City,Premier League,32,16,4,20
2003,Michael Owen,Centre-Forward,23,Liverpool,Premier League,29,16,4,20
2003,James Beattie,Centre-Forward,25,Southampton,Championship,37,14,6,20
2003,Michael Ballack,Central Midfield,26,Bayern Munich,Bundesliga,28,7,13,20
2003,Raúl Tamudo,Centre-Forward,25,Espanyol,LaLiga2,32,19,0,19
2003,Salva Ballesta,Centre-Forward,28,Málaga CF,Primera Federación - Gr. II,34,18,1,19
2003,David Villa,Centre-Forward,21,Real Zaragoza,LaLiga2,38,17,2,19
2003,Yakubu Aiyegbeni,Centre-Forward,20,Portsmouth,League One,37,16,3,19
2003,Diego Klimowicz,Centre-Forward,28,VfL Wolfsburg,Bundesliga,33,15,4,19
2003,Santos,Centre-Forward,24,FC Sochaux,Championnat National,29,14,5,19
2003,Vicente,Left Winger,21,Valencia,LaLiga,33,12,7,19
2003,Mancini,Left Winger,22,AS Roma,Serie A,33,8,11,19
2003,Luís Figo,Right Winger,30,Real Madrid,LaLiga,36,8,11,19
2003,Deco,Attacking Midfield,25,FC Porto,Liga Portugal,28,2,17,19
2003,Mikael Forssell,Centre-Forward,22,Birmingham,Championship,32,17,1,18
2004,Thierry Henry,Centre-Forward,26,Arsenal,Premier League,32,25,14,39
2004,Roy Makaay,Centre-Forward,29,Bayern Munich,Bundesliga,33,22,13,35
2004,Marcelinho Paraíba,Attacking Midfield,29,Hertha BSC,2. Bundesliga,32,18,13,31
2004,Samuel Eto'o,Centre-Forward,23,Barcelona,LaLiga,37,25,5,30
2004,Marek Mintal,Attacking Midfield,26,1.FC Nuremberg,2. Bundesliga,34,24,5,29
2004,Ronaldo,Centre-Forward,27,Real Madrid,LaLiga,34,21,8,29
2004,Frank Lampard,Central Midfield,26,Chelsea,Premier League,38,13,16,29
2004,Luca Toni,Centre-Forward,27,US Palermo,Serie B,35,20,7,27
2004,Diego Forlán,Centre-Forward,25,Villarreal,LaLiga,39,25,1,26
